河南信安世纪,"出来说话！
垃圾公司",不推荐,,,,,,,,,,,,,,,,,,,,,,,,
"武汉友创精诚

江西和尔惠",冲就完了，回款快钱多老板好,垃圾公司还煞笔 22年hvv就🕊️我,,,,,,,,,,,,,,,,,,,,,,,,
江西和尔惠,搞培训割韭菜骗补贴的别来,,,,,,,,,,,,,,,,,,,,,,,,,
江西中和证,江西本土安全公司,,,,,,,,,,,,,,,,,,,,,,,,,
四维创智,Yakit YYDS,yakit yyds,,,,,,,,,,,,,,,,,,,,,,,,
2345,牛皮藓都没我牛,傻逼不要拖动表格宽度,6,6,,,,,,,,,,,,,,,,,,,,,,
广州盈基,,,,,,,,,,,,,,,,,,,,,,,,,,
上海安询,这玩意上边有,,,,,,,,,,,,,,,,,,,,,,,,,
美团安全,,,,,,,,,,,,,,,,,,,,,,,,,,
快手安全,不错,,,,,,,,,,,,,,,,,,,,,,,,,
北方实验室,,,傻逼不要拖动表格宽度,傻逼不要拖动表格宽度,,,,,,,,,,,,,,,,,,,,,,
"安天
",安天有无实习岗,有,> where,,没有大公司的命，得了大公司的病,,,,,,,,,,,,,,,,,,,,,
广州德科信息,电网外包工资低,,,,,,,,,,,,,,,,,,,,,,,,,
"小迪安全

中国信息安全测评中心","培训没什么,傻逼徒弟多",前面说的对,都是基础课,基础NO1，人备课还是挺负责的，都直播讲解,,2888可以玩240次,,,,,,,,,,,,,,,,,,,,
CNTD,,,,,,,,,,,,,,,,,,,,,,,,,
中国信息安全测评中心,想不想吃饭了，挂测评中心,,,,,,,,,,,,,,,,,,,,,,,,,
工业和信息化部,不合适吧  牛逼,ICP查询网站能不能修修，三天两头爆炸,,,,,,,,,,,,,,,,,,,,,,,,
国家工业信息安全研究中心,,,,,,,,,,,,,,,,,,,,,,,,,,
小闽信安,,,,,,,,,,,,,,,,,,,,,,,,,,
火线安全,iast 团队解体了，前场后场离职一大堆，核心开发，产品经理都跑路了，前场各种抢客户，自己人对自己人背后下刀子，合并听云产品bug一大堆，原产品几乎不维护，不更新,刚开始烧投资人钱 没钱了现在GG 马上凉凉 去年都听说资金链不行了 幸好没去哈哈,,,,,,,,,,,,,,,,,,,,,,,,
星阑科技,一端时间裁一波安全，怎么还没死,,,,,,,,,,,,,,,,,,,,,,,,,
奇安优服,准备跑路HR来电话让晚点走，提前走了给你离职证明上面加东西,<--还好没去hhhhh,,,,,,,,,,,,,,,,,,,,,,,,
贝特,黄埔军校没人说？？？,重庆人自己的黄埔军校,,,,,,,,,,,,,,,,,,,,,,,,
"中国信息安全测评中心

巽诺",白票怪,,,,,,,,,,,,,,,,,,,,,,,,,
四川信达中创科技,,,,,,,,,,,,,,,,,,,,,,,,,,
科来,流量分析很不错,,,,,,,,,,,,,,,,,,,,,,,,,
"巽诺

国网思极网安",,,,,,,,,,,,,,,,,,,,,,,,,,
赛迪,,,,,,,,,,,,,,,,,,,,,,,,,,
"云思科技

day1",,,,,,,,,,,,,,,,,,,,,,,,,,
,"准达上面有了，别加了

虽说结账还行，但吃得太多了",外包公司 麻蛋天天BOSS上面找我,,,,,,,,,,,,,,,,,,,,,,,,
"西安长盛信安

北京磐石安",四叶草的,,,,,,,,,,,,,,,,,,,,,,,,,
北京磐石安, 只听说过他们hw 招人  结钱速度也还可以  不知道公司内部啥样,,,,,,,,,,,,,,,,,,,,,,,,,
day1培训,这培训咋样能报吗，细说--------》, 别报 报了就是大怨种,那src挖不出来咋办啊,,,,,,,,,,,,,,,,,,,,,,,
河南宁云志,"hw招人，不能说结款最快吧，但可以说是我觉得
最靠谱的一个，老板大气，对员工好。",,,,,,,,,,,,,,,,,,,,,,,,,
郑州云诚,·,这个我面试过，年薪7*12，要求挖0day。面试官还特意吐槽了我的学艺不精。,,,,,,,,,,,,,,,,,,,,,,,,
天津兴先道,,,,,,,,,,,,,,,,,,,,,,,,,,
赛宁网安,,,,,,,,,,,,,,,,,,,,,,,,,,
赛宁网安,又发不起工资了,,,,,,,,,,,,,,,,,,,,,,,,,
湖北珞格,白天测评，晚上加班写报告，武汉初级给5K，中级7-9，提成还可以，公司内斗才结束,,,,,,,,,,,,,,,,,,,,,,,,,
大余安全,100个靶机 几千块,笑死,韭菜,,,,,,,,,,,,,,,,,,,,,,,
中资网安,,,,,,,,,,,,,,,,,,,,,,,,,,
三零卫士,,,,,,,,,,,,,,,,,,,,,,,,,,
悬镜安全,,,,,,,,,,,,,,,,,,,,,,,,,,
"昭通早行

南京拓界

大佬们给个学习路线

成都愚安科技",好好好,,,,,,,,,,,,,,,,,,,,,,,,,
贵州省测评中心,,,,,,,,,,,,,,,,,,,,,,,,,,
杭州中尔,,,,,,,,,,,,,,,,,,,,,,,,,,
赛宁网安,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
南京拓界,,,,,,,,,,,,,,,,,,,,,,,,,,
航天信息(广东)有限公司  ,一个人的安全部门，桌面运维和行政岗内容都是安全做，现在搞工时制度，免费加班，纯纯恶心人,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"微步卡学历？                             < 2022 没卡
<HR负责人不是阿里出来的吗？会不卡？",,,,,,,,,,,,,,,,,,,,,,,,
